出现时间(s),模式,字体大小,颜色,时间戳,弹幕池,用户ID,rowID,弹幕内容
2000.91700,1,25,16740868,1668829638,0,f0b3e518,1744287719913209344,5,马县长，马县长，就是装糊涂的天才
2152.73600,1,25,16646914,1668829829,0,f0b3e518,1744287719661551104,5,就是装糊涂的天才
6771.84600,1,25,16740868,1668830460,0,f0b3e518,1744287719418281472,5,枪在手跟我杀四郎！！！
3975.19000,1,25,16777215,1668831218,0,7aaa475e,1744287719166623232,5,大哥你是了解我的
505.09200,1,25,16777215,1668839557,0,fb155e97,1744287718923353600,5,哈哈
4015.90700,5,25,15138834,1668829000,0,ab601e3d,1744287718671695360,5,《攻》
2005.74200,1,25,16777215,1668829597,0,f0b3e518,1744287718436814336,5,我杀我自己
2407.23400,1,25,16777215,1668830290,0,4b5b1a10,1744287718185156096,5,65801247
7013.28600,5,25,15138834,1668818832,0,922b555,1744287717933497856,5,假胜利
4321.49700,5,25,16646914,1668837459,0,89c91c65,1744287717690228224,5,快成吕奉先了
4002.32300,5,25,15138834,1668828975,0,ab601e3d,1744287717195300352,5,《雏》
3992.24000,5,25,15138834,1668828957,0,ab601e3d,1744287716943642112,5,《狠》
7773.93500,1,25,16777215,1668800605,0,8ef31c5,1744287716700372480,5,致敬
5771.77900,1,25,16777215,1668827124,0,f3a7b153,1744287716448714240,5,哈哈哈哈
3985.24000,5,25,15138834,1668828943,0,ab601e3d,1744287716205444608,5,《独》
3992.42700,1,25,16777215,1668795402,0,d5bcf8d5,1744287715710516736,5,活着告状（特务工作
1905.39300,1,25,16777215,1668826223,0,7aaa475e,1744287715215588864,5,谢二哥
3975.13000,1,25,16777215,1668828433,0,e076be45,1744287714972319232,5,名场面
1648.99500,1,25,16777215,1668825976,0,7aaa475e,1744287714720660992,5,老实人
5689.57400,1,25,16777215,1668793410,0,eabeb2b6,1744287714477391360,5,可怜的老戈贝尔一个都没有
1606.63000,1,25,16777215,1668825935,0,7aaa475e,1744287714225733120,5,这不是欺负老实人吗
3224.36700,5,18,16707842,1668809299,0,1c9be2eb,1744287713739193856,5,你退两步的动作是认真的吗？
1874.97300,1,25,16777215,1668826193,0,7aaa475e,1744287713495924224,5,6
1562.45300,1,25,16777215,1668825892,0,7aaa475e,1744287712992607744,5,经典
7668.16500,1,25,16777215,1668784612,0,7d267f0b,1744287712749338112,5,一将功成万骨枯，骨也是个体，散了也是保全。承担不了jiangshue
3970.82500,1,25,16707842,1668803147,0,dcfa58ae,1744287712623508992,5,菲谢尔乌鸦解密原来出自这，我透
3827.47300,1,25,16777215,1668793316,0,46052949,1744287712598343168,5,新三王
7021.94400,5,25,16777215,1668818809,0,922b555,1744287712589954560,5,假胜利
7489.93100,1,25,16777215,1668825134,0,3270cd00,1744287712548011521,5,男星本来就是右手在外啊
775.21900,1,25,16777215,1668783520,0,705003b5,1744287712548011520,5,牛逼
2426.98600,1,25,16777215,1668786844,0,7cb25899,1744287712472514048,5,缓存能发弹幕吗
2315.79400,1,25,16777215,1668782414,0,8fde3ddc,1744287712464125440,5,弹幕好多注意，看不过来了哈哈
1092.37800,5,25,16707842,1668793014,0,7bbf5d91,1744287712438959616,5,让张守义飞
3619.13900,1,25,16777215,1668781965,0,a5fc7168,1744287712388627968,5,我
7668.16500,1,25,16777215,1668784467,0,7d267f0b,1744287712371850752,5,一将功成万骨枯，骨头
7741.89500,1,25,16777215,1668785038,0,e2a8c32d,1744287712363462145,5,厉害
1443.48600,5,25,16707842,1668782722,0,cbf58724,1744287712355073536,5,确实
1176.18800,1,25,16777215,1668781908,0,c0b3bdd5,1744287712313130496,5,哈哈哈哈哈哈
3661.48900,5,25,15138834,1668782423,0,38eda172,1744287712287964674,5,爆出来句天津话哈哈哈哈
70.01100,1,25,16777215,1668789258,0,b67a727a,1744287712287964673,5,每周一遍
163.37400,1,25,16777215,1668783009,0,f4102c8b,1744287712204078596,5,有驴是什么意思？
1141.91400,1,25,16777215,1668781875,0,c0b3bdd5,1744287712204078594,5,666666
1235.23600,1,25,16777215,1668781964,0,c0b3bdd5,1744287712204078593,5,公平
7858.77600,1,25,16777215,1668781540,0,dde73467,1744287712204078592,5,百年经典之后，出了个姜文儿。真乱。
7742.48400,1,25,16777215,1668781346,0,dde73467,1744287711532989952,5,强烈推荐《邪不压正》。有彩蛋的。
1859.06100,5,25,6830715,1668781239,0,58bc5b1e,1744287711457492480,5,吓呆了是吧
187.06400,1,25,16777215,1668780916,0,9ea67e09,1744287711440715264,5,董雪雪爱你
7691.92600,1,25,16777215,1668780531,0,dde73467,1744287711340051968,5,“要啥自行车？”
7708.57400,1,25,16777215,1668781127,0,dde73467,1744287711331663360,5,下一部就是 一步之遥 了吧？
6006.59100,1,25,16777215,1668780950,0,8e6d1745,1744287711264554499,5,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
7664.87200,1,25,16777215,1668780482,0,dde73467,1744287711264554498,5,“马匪？”中国画好看？
5901.59600,1,25,16777215,1668780304,0,557c987e,1744287711264554497,5,没防备应该是不知道老二
370.49900,5,25,16707842,1668780043,0,45590d77,1744287711264554496,5,这里没算错吧
369.70800,5,25,16707842,1668780029,0,45590d77,1744287711256165888,5,这里算错吧
7771.72500,1,25,16777215,1668780007,0,3088a875,1744287697045863936,5,致敬
1951.49300,1,25,16777215,1668778113,0,b16cd3a7,1744287696794205696,5,葛优演的真好
3274.11000,1,25,16777215,1668779735,0,adbbd401,1744287696542547456,5,全是技巧，没有感情
7550.42600,1,25,16777215,1668778091,0,dde73467,1744287696299277824,5,嫉妒的滋味儿，尝一次就够了。我是。。。嗨！那时候年轻，年轻。
1830.66200,1,25,16777215,1668776614,0,c8cf5726,1744287695812738560,5,师爷:死道友不死贫道
7602.26500,1,25,16777215,1668778210,0,dde73467,1744287695561080320,5,俩都被 诛心 了。
7630.83500,1,25,16777215,1668778538,0,dde73467,1744287695309422080,5,自己做过的事儿，捡着该说的说。这叫做人。其实，做过的事儿。都没必要跟别人说。喝了酒除外。
5798.76000,1,25,16777215,1668776334,0,9f69db8c,1744287695066152448,5,？？
7784.30800,1,25,16777215,1668779333,0,15133e6a,1744287694822882816,5,看的第二遍，震撼
7532.94400,1,25,16777215,1668777982,0,dde73467,1744287694571224576,5,他们的绝技都是啥来着？
7420.41300,1,25,16777215,1668777122,0,dde73467,1744287694327954944,5,何以报德啊？
1093.37500,1,25,16777215,1668774830,0,cbb91307,1744287694084685312,5,我丢
7502.22900,1,25,16777215,1668777329,0,dde73467,1744287693824638464,5,情侣装
7511.30600,1,25,16777215,1668777854,0,dde73467,1744287693581368832,5,最近经常看电视。理解了一句话：绝不放弃使用武力。那哪是威胁啊？那是就跟大家护照扉页上的哪句话一样：in case of need。
7558.38800,1,25,16777215,1668778120,0,dde73467,1744287693338099200,5,“被动，被动。”
442.82600,1,25,16777215,1668776758,0,d448df4a,1744287693086440960,5,三枪
4175.72700,1,25,16777215,1668772346,0,526fb553,1744287692843171328,5,才发现这是邵兵
3265.23200,1,25,16777215,1668770008,0,faf0045d,1744287692599901696,5,哈哈哈哈，救命
34.31100,1,25,16777215,1668777193,0,c024033,1744287692348243456,5,花有重开日，人无再少年。
273.75700,1,25,16777215,1668776977,0,23090c4d,1744287692096585216,5,加1
4853.73100,1,25,16777215,1668775700,0,15133e6a,1744287691853315584,5,哈哈哈哈哈哈
1968.41800,1,25,16777215,1668770881,0,3897e9fd,1744287691610045952,5,当时看到这个六真哭笑不得
1095.27900,1,25,16777215,1668769307,0,70d06ae0,1744287691366776320,5,破坏文物
2960.20000,1,25,16777215,1668775835,0,d5c0ac75,1744287691115118080,5,其实就死了半条狗，粉老板都只算半个
1443.56500,1,25,52480,1668775874,0,e6664900,1744287690863459840,5,正道的光
4848.04700,1,25,16777215,1668775695,0,15133e6a,1744287690611801600,5,哈哈哈哈哈哈
3035.64100,1,25,16777215,1668770857,0,aa3323c,1744287690368531968,5,哈哈哈哈哈哈
6504.47700,1,25,16777215,1668767719,0,ee82d3bb,1744287690116873728,5,ta居然是公孙衍
132.12300,5,25,16776960,1668774566,0,557c987e,1744287689881992704,5,但是也因为他小人所以才能赢
3930.84700,1,25,16777215,1668772605,0,de981d7d,1744287689378676224,5,吾，尚知蔽明
5133.36900,1,25,16777215,1668769102,0,3d834ba6,1744287689135406592,5,才认出来是胡军老师哈哈哈
6720.38200,1,25,16777215,1668772504,0,b139630a,1744287688397209088,5,先锋队
4365.19800,1,25,16777215,1668767521,0,21e320dd,1744287687902281216,5,饥荒李丹丹
2917.54700,5,25,52480,1668766134,0,8f77ef3f,1744287687650622976,5,《 无 形 的 小 帽 子 》
796.58600,1,25,16777215,1668768949,0,70d06ae0,1744287687407353344,5,摸摸良心，绝对没有涉涉
6299.71100,1,25,16777215,1668766183,0,906ecb4c,1744287687189249536,5,这戏我看三遍了
62.99700,1,25,16777215,1668763616,0,f79838b9,1744287686929202689,5,欧克
2295.93000,1,25,16777215,1668761155,0,6e72b070,1744287686862093824,5,不在的意思是不是双方合作捞钱
1657.35300,1,25,16777215,1668760595,0,523ad52c,1744287686778207744,5,六子好可怜的
2705.29800,1,25,11890,1668764100,0,8a6fb378,1744287686694321665,5,水开了，我要泡面
3823.35100,1,25,16777215,1668759101,0,aea4ea93,1744287686694321664,5,还没好透
7474.94500,1,25,16777215,1668758779,0,7e1252ce,1744287686627212800,5,saba
5700.70500,5,25,15138834,1668757346,0,10983d9a,1744287686618824193,5,羊妈           帕帕           鱼姐            婷婷         羊爸
3071.11300,1,25,16777215,1668762064,0,36bb83bf,1744287686618824192,5,？
1790.22800,1,25,16777215,1668756162,0,9d653c47,1744287686534938112,5,看哭了
1969.06900,1,25,16777215,1668753316,0,9989b939,1744287686518160897,5,好的，注意安全
7251.54000,1,25,8700107,1668752755,0,eda7213d,1744287686518160896,5,不捣乱是可以开条件，更好的帽子是更多的条件
6512.86100,1,25,38979,1668749139,0,5e72651f,1744287686467829249,5,活着不就是玩命嘛
1364.82200,1,25,16777215,1668749530,0,eceb0cf2,1744287686467829248,5,这里是科学
5013.09600,5,25,41194,1668753117,0,f18fdb02,1744287686442663425,5,横着是因为后坐力枪口上跳严重，横着能有效解决这个问题
4616.45200,1,25,15138834,1668752365,0,d2614580,1744287686442663424,5,好，改天再约（yao)）
23.72600,1,25,16777215,1668760362,0,74b9e3a7,1744287686425886208,5,66
4604.36900,1,25,16777215,1668752318,0,d2614580,1744287686358777345,5,说心里话
7293.96500,1,25,16777215,1668750029,0,5e72651f,1744287686358777344,5,哭了 永远听不到了
3396.36000,1,25,16777215,1668745562,0,c842eb2f,1744287686350388738,5,这里老七和千 是什么意思
1432.62500,1,25,16777215,1668745459,0,27fb2c73,1744287686350388737,5,哈哈哈哈
2857.22400,1,25,16777215,1668745174,0,c842eb2f,1744287686350388736,5,哲电影针绝了
2789.58600,1,25,16777215,1668745096,0,c842eb2f,1744287685679300096,5,黄四郎挑拨离间已经成功了
1019.76000,1,25,16777215,1668745046,0,27fb2c73,1744287685603802624,5,哈哈哈哈
2774.47100,1,25,16777215,1668745068,0,c842eb2f,1744287685578636801,5,开始以为师爷出卖了张麻子 现在看没全告密
1127.49700,1,25,16777215,1668745166,0,27fb2c73,1744287685578636800,5,吃人
1020.32100,1,25,16777215,1668745024,0,27fb2c73,1744287685528305152,5,山里，规则
4018.26500,1,25,16777215,1668744988,0,129b8d94,1744287685511527936,5,这位更是重量级
6300.50500,1,25,16777215,1668742033,0,9557310a,1744287685503139329,5,“还记得吗”就说明不是熟人，排除老二老三
2767.71100,1,25,16777215,1668745029,0,c842eb2f,1744287685503139328,5,这里两个帽子 立场已经飘忽不定了
668.90000,1,25,16777215,1668744651,0,27fb2c73,1744287685427641859,5,只有帽，没有礼
7558.99700,1,25,16777215,1668741917,0,88d4b505,1744287685427641856,5,这段得看弹幕，也没看懂
461.33000,1,25,15138834,1668740362,0,8a6fb378,1744287672324636160,5,这个回眸太美了
435.99600,1,25,14811775,1668740294,0,8a6fb378,1744287672114920960,5,刘嘉玲太好看了
431.93000,1,25,16777215,1668740230,0,8a6fb378,1744287671913594368,5,赔了夫人折了兵
747.89100,1,25,16777215,1668739636,0,c2694f46,1744287671703879168,5,1111
808.52500,1,25,16777215,1668704288,0,eb5c1bad,1744287671494163968,5,@梁朝伟
2554.96600,5,25,15138834,1668698543,0,38eda172,1744287671276060160,5,长镜头？你管这段叫长镜头？这段确实非常精彩，但也不至于太离谱了吧，这跟长镜头有半毛钱关系？
2136.56600,5,25,15138834,1668697770,0,38eda172,1744287671074733568,5,不是只有他会死，是只有他以为这是真的，他俩都知道是演戏
7805.20600,5,25,8700107,1668692178,0,621ec822,1744287670655303168,5,看了一整部弹幕
7046.73000,1,25,16777215,1668741175,0,88d4b505,1744287670445587968,5,姜文超越天才了
465.17300,1,25,41194,1668740396,0,8a6fb378,1744287670235872768,5,这个回眸我能看800次
5234.81500,1,25,16777215,1668680343,0,543decf1,1744287670026157568,5,哈哈哈哈
3979.56800,1,25,16777215,1668730210,0,42c0a410,1744287669816442368,5,受
7782.10800,1,25,16777215,1668716910,0,8cc2cb74,1744287669397011968,5,这曲子叫什么？背叛之夜吗
5071.39400,1,25,16777215,1668680186,0,543decf1,1744287668977581568,5,哈哈哈
238.78800,1,25,16777215,1668695888,0,70e74f80,1744287668767866368,5,bmw实锤了
639.53000,1,25,41194,1668740678,0,8a6fb378,1744287668558151168,5,我也没发现这么多大腕儿
7654.30800,1,25,16777215,1668700672,0,16906aa0,1744287668356824576,5,鬼才
1482.21900,1,25,16777215,1668729126,0,8f77ef3f,1744287668138720768,5,流水的县长，铁打的老爷
7812.37400,1,25,16777215,1668671523,0,ecd50cdd,1744287667929005568,5,曲高和寡
6288.21900,1,25,16777215,1668694845,0,4049cf21,1744287667719290368,5,都快死了也在琢磨
871.93500,1,25,16777215,1668699920,0,125f8c3b,1744287667509575168,5,。。。别客气
7909.85400,5,25,15138834,1668694209,0,58617892,1744287667299859968,5,让子弹飞一会儿
7749.51600,1,25,16777215,1668721360,0,325b747,1744287667090144768,5,我好像看懂了，又好像什么都没看懂
295.20100,1,25,16777215,1668670515,0,e3e8f639,1744287666880429568,5,让火车飞
7898.68800,1,25,16777215,1668694184,0,58617892,1744287666670714368,5,22.11.17第一次打卡
2596.71600,5,25,15138834,1668698651,0,38eda172,1744287666460999168,5,老汤在前面就自己说“刀了”了，黄四郎还看不出来呢？他还是黄四郎？
131.22400,1,25,16777215,1668668964,0,4b2fd5cc,1744287666049957376,5,确实，汉朝的开国刘邦是个小人
6960.93400,1,25,16776960,1668693716,0,ae6d198e,1744287665831853568,5,有光照进进来了
4032.06500,1,25,16777215,1668696937,0,a0ebe820,1744287665630526976,5,申遗
6382.86400,1,25,16777215,1668684739,0,359ad79b,1744287665445977600,5,我骗你的两档子事会不会是1我不是汤师爷，我马邦德2我夫人和另一个人是我找来骗你宝石的托(￣▽￣)
643.13400,5,25,16646914,1668660476,0,aaa3ad60,1744287665420811776,5,宝莱坞级运镜
3034.14400,5,25,15138834,1668689984,0,1565bdd4,1744287665412423168,5,不说别的，姜文是真有男人味
7675.27700,1,25,16777215,1668688743,0,6aee3220,1744287665404034560,5,哎
7109.27300,1,25,16777215,1668670159,0,ecd50cdd,1744287665370480128,5,都不穿上衣就离谱
3106.67800,1,25,16777215,1668659107,0,b8059a4c,1744287665345314305,5,身材都好好
7729.28000,1,25,16777215,1668687589,0,657257ff,1744287665345314304,5,第六遍了
827.41300,1,25,16777215,1668676349,0,3ea978d8,1744287665336925696,5,哈哈哈哈
3591.84800,1,25,16777215,1668665955,0,ecd50cdd,1744287665286594048,5,2颗钻石不是钱吗
5080.50600,1,25,16777215,1668656604,0,16016ff5,1744287665278205440,5,哈哈哈哈
7731.08700,1,25,16777215,1668680606,0,31696e31,1744287665261428224,5,22.11.17
3624.53700,5,25,15138834,1668690995,0,1565bdd4,1744287665227873792,5,不会砸死人吗
5771.59600,1,25,16777215,1668657313,0,16016ff5,1744287665202707968,5,没有演技全是感情
567.05800,1,25,16777215,1668659202,0,e6764879,1744287665169153536,5,照着胡军画的，胡军演过朱元璋
5434.08100,1,25,16777215,1668670430,0,db4bc42f,1744287665152376320,5,照片上十几个章
5157.04000,1,25,16777215,1668656705,0,16016ff5,1744287665127210496,5,埋了吧
1882.76100,1,25,16777215,1668657901,0,b8059a4c,1744287665102044673,5,弹幕笑死我了 谢来谢去
7778.59200,1,25,16777215,1668627029,0,d1666c49,1744287665102044672,5,天下为公，公为天下
947.23100,5,25,16765698,1668668660,0,8f77ef3f,1744287665093656064,5,《 站 着 把 钱 挣 了 》
6010.32900,1,25,16777215,1668657551,0,16016ff5,1744287665026547202,5,他都没躲
5133.21800,1,25,16777215,1668656675,0,16016ff5,1744287665026547201,5,胡军
5768.15100,1,25,16777215,1668657297,0,16016ff5,1744287665026547200,5,真情实感
7532.35300,1,25,16777215,1668625321,0,2902fed,1744287665018158592,5,二哥死的惨哦
882.84700,1,25,16777215,1668656941,0,b8059a4c,1744287664984604160,5,刘嘉玲普通话真的很好
3245.36700,1,25,15138834,1668653503,0,e262834c,1744287664951049731,5,师爷:你演我？
1923.19400,1,25,16777215,1668623831,0,8a88bd2f,1744287664951049730,5,本来我有点要流泪的感觉。。看到师爷我就莫名喜感了
6167.16800,1,25,16777215,1668620073,0,6d1ed03a,1744287664951049728,5,花姐是内鬼
6200.28000,1,25,16777215,1668635281,0,a8aa17c0,1744287664875552260,5,师爷拿着钱跑了？
1095.32800,1,25,16777215,1668622997,0,8a88bd2f,1744287664875552259,5,好脚法
5094.32400,1,25,16777215,1668617284,0,66c9c694,1744287664875552258,5,海绵宝宝说；谁tm把我家偷了
4631.01900,1,25,16777215,1668617203,0,390cbc26,1744287664875552257,5,还好有弹幕君要不然真的看不懂（真实）
703.43600,5,25,16765698,1668616984,0,83fd6ce8,1744287664875552256,5,受害者发言
3455.83600,1,25,16777215,1668615666,0,66c9c694,1744287664347069952,5,六
3311.24200,1,25,16777215,1668615527,0,66c9c694,1744287664246406656,5,太牛了
2464.18500,1,25,16777215,1668612236,0,390cbc26,1744287664170909184,5,好精彩
3470.28500,1,25,16777215,1668615680,0,66c9c694,1744287664112188928,5,老六
2676.06500,1,25,16777215,1668609524,0,9e33f14,1744287664087023104,5,烧脑片子
3275.05800,1,25,16777215,1668615492,0,66c9c694,1744287664036691456,5,笑死了
7798.59700,1,25,16777215,1668615287,0,8b25be5,1744287663952805380,5,真的是你们理解的那样吗？真的非黑即白吗
7349.98100,1,25,16777215,1668605148,0,4fd2c546,1744287663952805379,5,你没钱很重要
1547.82800,1,25,16777215,1668604202,0,bdf58dcf,1744287663952805378,5,跳过了
4119.98600,1,25,16777215,1668606347,0,755b79af,1744287663952805377,5,8年前的事整出了个6岁的娃儿
1972.29400,5,25,16646914,1668603615,0,3b98d93b,1744287663952805376,5,666
3496.52300,1,25,16777215,1668599789,0,3bd59850,1744287645564976640,5,名刀司命打出来了
5204.41400,1,25,16777215,1668599103,0,613136ef,1744287645355261440,5,三看二累
6645.24500,1,25,16777215,1668597948,0,644a2d5a,1744287645145546240,5,这么多，够老李打到富士山下
4086.23800,1,25,16777215,1668599092,0,a13135a7,1744287644935831040,5,欧巴
1446.20100,5,25,16646914,1668603206,0,3b98d93b,1744287644734504448,5,企业级理解
208.82800,1,25,16777215,1668594114,0,c6ecd603,1744287644516400640,5,坐忘道！
1907.42000,1,25,16777215,1668602132,0,259ce902,1744287644306685440,5,华仔也在
4536.94500,1,25,16777215,1668598960,0,ca36563,1744287644105358848,5,娜四当然
29.34100,1,25,16777215,1668597147,0,3a0cb223,1744287643895643648,5,没看懂，再来一遍
4139.55700,1,25,16777215,1668592661,0,6d38af64,1744287643677539840,5,运城不说山西话
327.86500,5,25,104601,1668601240,0,6fdd4f9,1744287643476213248,5,我是人
683.00600,1,25,16777215,1668598830,0,d426b710,1744287643266498048,5,漏正脸的戏是发哥本人拍得
1020.56900,1,25,16707842,1668594667,0,6d60065,1744287643056782848,5,这不是pdd别砍了
1745.05100,1,25,16777215,1668592037,0,67b4941d,1744287642847067648,5,？
3454.09600,1,25,16777215,1668597318,0,613136ef,1744287642209533440,5,谦爷
3175.55700,1,25,16777215,1668592545,0,64cfb2a9,1744287642008206848,5,开始录音
5939.19700,1,25,16777215,1668599481,0,4c2736e2,1744287641588776448,5,加密通话
4573.69800,1,25,16777215,1668594333,0,277a1dc8,1744287641379061248,5,乖乖
68.64000,1,25,16777215,1668591731,0,c9dd7e4a,1744287641169346048,5,敢杀我的马！
4056.44000,1,25,16777215,1668592537,0,6d38af64,1744287640959630848,5,我们来辣！就是查寝辣！
1220.21500,1,25,9033215,1668589951,0,856dd346,1744287640749915648,5,溥仪：6
621.66100,1,25,16707842,1668592236,0,85f0becb,1744287640540200448,5,调整弹道
33.54400,1,25,16777215,1668596593,0,25a07d9a,1744287640330485248,5,开盲盒来的~
2026.98400,1,25,16777215,1668591451,0,617f8ec3,1744287640120770048,5,+
7739.66500,1,25,16777215,1668591351,0,33cec273,1744287639919443456,5,22.11.16
7133.59600,1,25,16777215,1668587685,0,80bb095,1744287639701339648,5,打不过就加入
205.85100,1,25,16777215,1668592140,0,72bb19fe,1744287639491624448,5,用了两部电影，就给了一部电影的钱！
980.13600,1,25,16777215,1668595506,0,4a237553,1744287639349018112,5,干的漂亮
2952.01900,1,25,16777215,1668584488,0,35aa42c8,1744287639315463680,5,夫人没收，到老三手里了
1646.84000,1,25,16777215,1668591406,0,42eb4af6,1744287639265132035,5,欺负老实人啊
5336.48600,1,25,16777215,1668586406,0,fe814581,1744287639265132034,5,黄字长的那个，注意一点大哥本来就不姓马
4348.82500,1,25,16777215,1668592729,0,9cbf7b87,1744287639265132032,5,盒子里肯定是二筒吧
2100.87700,1,25,16777215,1668584299,0,70c1d222,1744287639231577600,5,“自sha”
7704.70600,1,25,16777215,1668586601,0,f44ac34f,1744287639189634560,5,这马很结实很平稳
2602.86300,1,25,16777215,1668584103,0,35aa42c8,1744287639156080130,5,脱口而出的当然不是
2904.73100,1,25,16777215,1668584416,0,35aa42c8,1744287639156080129,5,什么都交代了
380.29000,1,25,16777215,1668588954,0,856dd346,1744287639156080128,5,SAKO是你吗？
2389.41900,1,25,16777215,1668577474,0,6cdf32b7,1744287639122525696,5,欧盟给老美点赞
1845.08600,1,25,16777215,1668583143,0,35aa42c8,1744287639114137088,5,意思是，我本来想收下当狗，你把狗打死了，那我的战略意图还是我的战略意图吗
6905.88400,1,25,16777215,1668583911,0,f44ac34f,1744287639072194049,5,戳他几万个透明窟窿
2466.50800,1,25,16777215,1668583911,0,35aa42c8,1744287639072194048,5,后面开始师爷就听不懂张黄之间的话了
4045.94000,1,25,16777215,1668572598,0,4f82f25f,1744287639038639617,5,看清我们六个人的脸
2128.28600,1,25,16777215,1668583476,0,35aa42c8,1744287639038639616,5,拿长刀意思是你在追究下去，那就是逼我给你介错
1424.73100,1,25,16777215,1668582691,0,35aa42c8,1744287639030251008,5,夫人已经把事情都告诉张牧之了
2829.15200,1,25,16777215,1668583608,0,28483086,1744287638954753540,5,老哥流派，给老哥点赞
984.01900,1,25,16777215,1668582227,0,35aa42c8,1744287638954753539,5,这个光是主义之光，老七只是个孩子，他懂什么呀，所以他在阴影下
3851.53200,1,25,16777215,1668582196,0,deed6032,1744287638954753538,5,低情商：钻石钻石钻石！高情商：我多么的想他
4082.25900,1,25,16777215,1668571962,0,feaa169b,1744287638954753536,5,制片人上线
3085.13100,5,25,15138834,1668566113,0,14630f34,1744287638241721856,5,都是ower是吧
4319.59600,1,25,16777215,1668563769,0,d881fc22,1744287638208167425,5,小奉先指的是吕布，把她比成吕布了
4567.57400,5,25,15138834,1668568190,0,14630f34,1744287638208167424,5,“下不了手啊”
7898.57000,1,25,16777215,1668567860,0,df1d8ed9,1744287638157835776,5,第一次看很满足，让子弹飞太伟大了，谢谢有这样的好片
5877.55500,1,25,16777215,1668558523,0,bcff5e84,1744287638124281347,5,老汤：《乐死我了》
2468.90200,1,25,16777215,1668536576,0,187ad2d,1744287638124281346,5,张麻子才是装糊涂的天才
191.68800,1,25,16777215,1668562403,0,7648cbaf,1744287638124281345,5,来了
2143.71500,5,25,16777215,1668560136,0,fc56c299,1744287638032006660,5,这一段接刀应该是倒放
7911.17000,1,25,16777215,1668536121,0,b648809d,1744287638032006659,5,看不懂 但想看懂
814.87300,5,25,16707842,1668531876,0,53359d6e,1744287638032006658,5,1911
7685.66900,1,25,16777215,1668531873,0,b88e8cbf,1744287638032006657,5,记得有个叫马走日的呀
3241.34200,1,25,16777215,1668531406,0,b5379a56,1744287638032006656,5,哈哈哈哈哈哈哈哈哈哈
7027.90200,5,25,38979,1668530082,0,dd827dc8,1744287637520301568,5,走路姿势好好玩啊哈哈哈哈哈哈哈哈哈哈哈哈
4207.84200,1,25,16777215,1668527651,0,eca2b42,1744287637428026880,5,李连杰
7661.20200,1,25,16777215,1668527941,0,83a6893,1744287637394472448,5,这是世俗的公道，个人的独孤
4938.74100,1,25,15138834,1668526510,0,5c66f394,1744287637386083840,5,感觉好短呀
5005.49700,1,25,16777215,1668527454,0,4663df42,1744287637268643331,5,好牛
7687.44400,1,25,16777215,1668526162,0,5acdd039,1744287637268643329,5,敌人！
3743.48700,1,25,16777215,1668527201,0,eca2b42,1744287637268643328,5,李连杰再也没回去过
4925.52600,1,25,15138834,1668526497,0,5c66f394,1744287637193145857,5,还有一半
1647.85500,1,25,16777215,1668525822,0,b88e8cbf,1744287637193145856,5,你不是欺负老实人吗？
1590.12800,1,25,16777215,1668525767,0,b88e8cbf,1744287637184757249,5,前方名场面来了
1594.55000,1,25,16777215,1668525773,0,b88e8cbf,1744287637184757248,5,前方名场面来了
6947.47300,1,25,16777215,1668520443,0,e1be822b,1744287623553269248,5,黄三郎这里反而轻敌了，不直接灭了他们
7760.33200,1,25,15138834,1668518786,0,1eac76fe,1744287623343554048,5,百看不厌
6853.70200,1,25,16777215,1668525749,0,657fe4f3,1744287622924123648,5,1
2384.37900,1,25,15138834,1668523685,0,5c66f394,1744287622504693248,5,这几个人的演技太好了
2661.78500,1,25,16777215,1668507976,0,5969e464,1744287622294978048,5,师爷想挽回一下
6746.72900,1,25,16777215,1668522302,0,9ca5df0b,1744287622085262848,5,范德林德帮
7419.20600,1,25,15138834,1668502602,0,7f6af77f,1744287621875547648,5,枪上的扳机的没有！
1911.84500,1,25,16777215,1668519240,0,1114706a,1744287621665832448,5,缺席的人
3242.52300,1,25,16777215,1668501550,0,48451f96,1744287621456117248,5,哈哈哈哈
534.75600,1,25,16777215,1668514999,0,1114706a,1744287621045075456,5,真的是百看不厌
5245.62500,1,25,16777215,1668522619,0,5acdd039,1744287620826971648,5,大哥发火收拾人心！
3756.56000,1,25,15138834,1668525366,0,5c66f394,1744287620617256448,5,这个女的是黄四郎的人
7820.52900,1,25,16777215,1668507448,0,b7113da4,1744287619996499456,5,汤师爷是冯小刚，葛优县长
2334.98400,1,25,15138834,1668520031,0,5c66f394,1744287619778395648,5,怎么啦
3193.79700,1,25,16777215,1668520626,0,8c20ea32,1744287619568680448,5,•REC
1520.50800,1,25,16777215,1668521914,0,318b487e,1744287619149250048,5,名满全国的坤
235.19400,1,25,16777215,1668503135,0,6ed1bb73,1744287618947923456,5,闭着眼打枪
182.22400,1,25,16777215,1668519682,0,672b4ed2,1744287618738208256,5,哈哈，他们抱在一起。
173.37000,1,25,16777215,1668519674,0,672b4ed2,1744287618528493056,5,后面。
4671.85200,1,25,16777215,1668495639,0,7040ed4a,1744287618109062656,5,死人比活人有用
